Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,ValidationRMSE,ValidationMAE,TestRMSE,TestMAE,TrainTime,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
SVR,30.22911560166717,69.9530742045783,33.99433129293333,71.89628080772607,1.4947137832641602,934.8047137832641,70.10751127045678,30.439184769058585,72.76408712963628,32.58910984799485,75.62188052645972,35.21637718982536,2.2428884506225586,935.5528884506225,"[5, 11, 18, 24, 31, 36, 37, 40, 43, 45, 46, 49, 61, 64, 67, 70, 71, 74, 77, 82, 86, 88, 92, 93, 100, 110, 112, 114, 119, 136, 137, 142, 145, 150, 152, 155, 158, 161, 162, 163, 164, 169, 171, 172, 181, 182, 184, 189, 197, 204, 205, 207, 210, 219, 221, 225, 229, 239, 241, 242, 251, 259, 264, 267, 271, 274, 278, 282, 284, 287, 288, 289, 302, 304, 306, 319, 320, 332, 336, 351, 352, 354, 357, 358, 360, 366, 376, 380, 384, 391, 396, 398, 399, 404, 405, 406, 409, 413, 416, 420, 424, 427, 431, 441, 442, 445, 449, 450, 467]",109,933.31
Gradient Boosting,18.984165871895662,42.62887034365707,37.27531585074782,73.10486509806444,0.31071949005126953,297.71071949005125,45.174468772805625,20.764683500031122,74.83310703034348,36.312364912493926,76.01459232805584,38.36204760508104,0.34490275382995605,297.74490275382993,"[15, 17, 18, 21, 33, 46, 49, 55, 56, 77, 79, 80, 83, 116, 123, 137, 183, 185, 189, 194, 198, 227, 235, 284, 302, 307, 329, 331, 362, 370, 378, 385, 398, 411, 421, 426, 433]",37,297.4
