Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,ValidationRMSE,ValidationMAE,TestRMSE,TestMAE,TrainTime,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
SVR,28.962046746791508,69.26319145913659,33.91060683285774,71.9784449347608,1.348057508468628,5549.288057508468,69.47268335397881,29.21426013959127,72.81283004913458,32.724277103751774,75.45222753667822,34.81091044081772,2.119722604751587,5550.059722604751,"[0, 1, 3, 6, 7, 8, 19, 22, 33, 34, 36, 39, 44, 45, 46, 47, 50, 52, 54, 55, 57, 60, 64, 67, 69, 70, 73, 74, 76, 77, 80, 82, 86, 89, 90, 94, 100, 103, 106, 108, 117, 122, 131, 135, 138, 143, 148, 156, 157, 158, 161, 163, 164, 165, 166, 171, 176, 183, 185, 186, 189, 190, 197, 209, 212, 215, 216, 222, 224, 225, 226, 227, 231, 233, 234, 236, 237, 239, 241, 243, 264, 265, 270, 280, 287, 289, 291, 292, 293, 296, 298, 304, 306, 313, 315, 322, 328, 329, 330, 332, 333, 336, 338, 344, 345, 347, 349, 350, 355, 356, 357, 360, 361, 365, 367, 371, 374, 380, 387, 389, 390, 392, 393, 398, 399, 402, 404, 405, 406, 408, 410, 414, 417, 419, 423, 425, 427, 429, 430, 434, 440, 441, 442, 454, 455, 464]",146,5547.94
Gradient Boosting,17.909278468251284,42.19058319543161,37.74806397215536,72.95256778876703,0.1888652801513672,125.16886528015137,46.06015264826759,19.83086874915588,73.93215691942926,36.21951606512205,75.16499387366828,38.08832653578032,0.21141791343688965,125.1914179134369,"[57, 79, 84, 104, 136, 167, 181, 227, 235, 272, 298, 308, 410]",13,124.98
