Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,ValidationRMSE,ValidationMAE,TestRMSE,TestMAE,TrainTime,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
SVR,29.615936015189114,69.707102173763,33.906313253690676,71.93451779147986,1.498762559890747,953.9787625598908,69.89025847655084,29.83379164568121,72.73670519696763,32.42488111823875,75.64655177038337,35.128694582192985,2.2962443828582764,954.7762443828583,"[1, 5, 6, 8, 18, 22, 23, 24, 27, 29, 30, 31, 33, 34, 36, 37, 45, 46, 47, 53, 56, 57, 59, 62, 63, 64, 68, 72, 73, 81, 85, 88, 92, 94, 98, 100, 102, 107, 109, 113, 121, 122, 123, 124, 127, 131, 142, 145, 146, 150, 152, 156, 159, 164, 166, 170, 174, 176, 178, 181, 182, 185, 186, 187, 193, 194, 195, 197, 199, 202, 206, 207, 209, 212, 214, 223, 225, 226, 227, 228, 231, 235, 238, 239, 244, 245, 248, 251, 253, 255, 257, 259, 261, 263, 266, 267, 268, 270, 271, 273, 275, 276, 277, 279, 286, 287, 291, 292, 294, 297, 299, 302, 303, 310, 311, 312, 315, 317, 324, 331, 332, 336, 337, 340, 342, 346, 347, 348, 349, 350, 355, 356, 359, 360, 362, 365, 366, 368, 371, 377, 382, 386, 389, 390, 396, 400, 401, 409, 410, 412, 416, 417, 418, 419, 420, 422, 423, 426, 431, 435, 437, 438, 439, 440, 443, 444, 454, 464]",168,952.48
Gradient Boosting,11.168995326443493,26.06462985555151,33.95367382909369,68.08158210088374,0.9830636978149414,574.6630636978149,29.468229238295987,12.611142531316887,69.86331812821265,32.23006387350571,69.81328046487195,34.15058434808796,1.0969231128692627,574.7769231128692,"[6, 7, 10, 12, 13, 15, 19, 30, 38, 39, 44, 56, 65, 66, 70, 74, 79, 81, 83, 86, 90, 91, 98, 100, 107, 109, 115, 117, 119, 121, 123, 126, 128, 129, 130, 138, 139, 140, 141, 148, 151, 163, 167, 173, 175, 179, 182, 186, 189, 194, 198, 201, 202, 204, 208, 214, 216, 217, 221, 224, 229, 232, 235, 244, 246, 249, 255, 257, 258, 267, 273, 275, 281, 282, 285, 286, 287, 288, 304, 305, 315, 318, 323, 328, 336, 345, 358, 361, 363, 371, 374, 380, 381, 382, 383, 384, 385, 387, 400, 406, 409, 420, 427, 429, 434, 435, 436, 439, 440, 441, 442, 444, 455, 458, 464]",115,573.68
