CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,F_s(g),Feature-Anzahl,Features,Full_sample_size,Meta-Modell-Zeit,Model_name,Sample_size,Spearman-Rangkoeffizient Meta-Modell,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
36.75738625774581,73.21489376634108,16.552582895770666,39.05217506158051,1.011054563522339,4554.901054563523,4553.89,0.1675667993177943,106,"[3, 4, 6, 12, 14, 18, 22, 24, 26, 27, 28, 30, 39, 41, 43, 44, 62, 63, 66, 67, 71, 78, 79, 84, 85, 86, 88, 96, 112, 115, 116, 121, 122, 129, 137, 143, 148, 160, 170, 175, 177, 179, 180, 184, 186, 187, 190, 196, 197, 203, 205, 208, 211, 212, 215, 222, 223, 226, 228, 235, 240, 241, 243, 254, 256, 258, 259, 260, 271, 278, 284, 291, 294, 296, 302, 305, 314, 320, 331, 338, 341, 343, 345, 348, 354, 356, 359, 362, 370, 371, 374, 387, 390, 393, 396, 398, 399, 402, 406, 411, 416, 417, 420, 428, 436, 448]",7036,883.6395637989044,Gradient Boosting,1179,0.9999999999999999,36.71950176514008,73.93945692720612,19.351606741810198,44.71787552478616,1.0925674438476562,4554.982567443848
