CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,Feature-Anzahl,Features,Model_name,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
33.58877123177915,67.44550307573088,15.78392839723523,38.146489066293746,0.3232402324676514,203.75324023246765,203.43,31,"[2, 11, 16, 30, 31, 40, 48, 52, 80, 84, 114, 123, 136, 150, 156, 170, 229, 230, 254, 283, 339, 382, 384, 392, 394, 414, 438, 445, 446, 452, 462]",Gradient Boosting,34.46446271531961,69.06203870900603,17.536852301217536,41.438200262827266,0.364163875579834,203.79416387557984
