CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,Feature-Anzahl,Features,Model_name,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
32.06693959270729,64.96229523936594,11.657359385283137,25.881406624143587,1.2426839351654053,1039.9626839351654,1038.72,127,"[2, 3, 4, 7, 10, 11, 13, 14, 17, 18, 23, 29, 31, 33, 35, 41, 42, 44, 47, 51, 55, 60, 63, 65, 67, 74, 77, 81, 85, 87, 88, 89, 91, 92, 95, 96, 97, 100, 101, 102, 103, 109, 116, 120, 121, 123, 124, 128, 131, 132, 135, 149, 155, 166, 171, 173, 174, 175, 176, 179, 186, 187, 188, 194, 196, 200, 201, 209, 215, 226, 228, 229, 231, 232, 240, 241, 242, 244, 250, 261, 264, 267, 270, 271, 275, 277, 286, 287, 295, 300, 304, 312, 316, 331, 332, 340, 341, 350, 358, 363, 366, 370, 375, 381, 386, 388, 389, 395, 398, 401, 402, 404, 405, 406, 412, 415, 417, 418, 423, 430, 433, 438, 441, 443, 450, 455, 459]",Gradient Boosting,32.89384872987866,65.32050264277116,13.853663532977215,30.099329120833076,1.3868517875671387,1040.1068517875672
