Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,TestRMSE,TestMAE,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
Linear Regressor,29.833013913552527,62.8377093458868,29.86908423548161,62.75450331204485,0.003261566162109375,147.50244045257568,62.85739593381859,29.834669990709543,65.67111986226969,31.02548680494555,0.014202356338500977,[450 466 468 457 467  92 321  70  68 169],10,147.49917888641357
SVR,26.020887208982042,55.70711978942237,28.805209472311503,59.69439177637829,1.2967580795288085,150.29918279647828,55.851322023591884,26.15929065366998,59.39905735050308,29.21306670230242,2.010619878768921,[450 466 468 457 467  92 321  70  68 169],10,149.00242471694946
Random Forest,11.826805599893314,30.54607725761351,28.220617446906868,59.05029969745529,5.437559461593628,153.15164766311645,29.712765267529193,11.660046675353252,57.26211860633927,28.196784710061433,7.074877500534058,[450 466 468 457 467  92 321  70  68 169],10,147.71408820152283
Gradient Boosting,12.158217592551173,25.619358280852236,29.822957645191547,60.505704548543065,0.24393301010131835,150.54967813491822,28.140663096854123,13.52397720650423,58.090597978312786,29.46013493944298,0.2858235836029053,[450 466 468 457 467  92 321  70  68 169],10,150.3057451248169
