Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,ValidationRMSE,ValidationMAE,TestRMSE,TestMAE,TrainTime,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
SVR,31.566927742391055,70.93916931888862,34.14182789742351,72.06784192781063,1.093036127090454,620.0430361270905,71.07428247815932,31.76603421014335,72.74717632374195,32.612735187063386,75.37745978807743,35.277207623778374,1.6338694095611572,620.5838694095612,"[15, 18, 28, 34, 57, 65, 72, 78, 85, 105, 110, 138, 142, 164, 165, 187, 188, 192, 194, 199, 203, 213, 217, 220, 226, 232, 244, 287, 289, 291, 302, 323, 326, 358, 359, 362, 366, 375, 401, 406, 427, 429, 430]",43,618.95
Gradient Boosting,13.437025268918063,31.675245040707118,37.31209234842326,72.70964165432773,1.0644922256469727,733.834492225647,35.38944063209803,15.13474470260628,73.19410791716676,35.54326468845062,74.14424532382716,37.186992555653504,1.2162303924560547,733.986230392456,"[0, 2, 4, 6, 17, 21, 25, 27, 29, 34, 37, 41, 42, 43, 45, 48, 50, 55, 56, 58, 61, 69, 71, 73, 74, 75, 76, 77, 80, 83, 84, 85, 88, 94, 97, 102, 103, 106, 111, 113, 116, 128, 132, 138, 140, 141, 145, 149, 152, 153, 155, 169, 175, 183, 191, 195, 196, 203, 208, 214, 215, 217, 218, 220, 225, 228, 229, 233, 234, 236, 239, 240, 243, 244, 245, 246, 251, 255, 256, 258, 259, 261, 262, 264, 268, 272, 277, 279, 281, 286, 288, 290, 292, 298, 303, 306, 314, 316, 326, 327, 332, 333, 334, 336, 337, 340, 348, 361, 362, 365, 366, 368, 370, 371, 373, 379, 380, 383, 384, 387, 388, 389, 390, 393, 399, 401, 403, 414, 419, 421, 422, 424, 427, 428, 430, 432, 441, 446, 447]",139,732.77
