CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,F_s(g),Feature-Anzahl,Features,Full_sample_size,Meta-Modell-Zeit,Model_name,Sample_size,Spearman-Rangkoeffizient Meta-Modell,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
36.2936914705273,75.80452892957308,24.98504829212065,56.39536962391785,0.15374364852905273,1506.6037436485292,1506.45,0.1675667993177943,18,"[30, 51, 70, 78, 135, 164, 178, 238, 243, 265, 282, 284, 322, 337, 342, 383, 416, 417]",7036,371.5473289489746,Gradient Boosting,1179,0.9999999999999999,36.679923850297925,74.26832996464478,25.936686271357903,57.67293135678018,0.18691778182983398,1506.6369177818299
