Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,TestRMSE,TestMAE,TrainTime_ges,Hauptkomponenten,Hauptkomponenten-Anzahl,FS-Laufzeit
Linear Regressor,33.33796098368754,71.2330000189617,33.41761066548425,71.20256762513266,0.016327571868896485,0.11964054107666015,71.2597540283911,33.34241569062943,74.37302390872277,34.85455293538077,0.061453819274902344,"[0.09876714 0.07844711 0.064026   0.0433126  0.03546854 0.03111994
 0.02907069 0.02611623 0.02165469 0.02038308 0.01861822 0.01848702
 0.01780061 0.01516636 0.01366973 0.01237932 0.01220127 0.01139007
 0.01098239 0.00998618]",20,0.10331296920776367
SVR,31.897483193584332,70.92933405684218,33.202431030445084,71.60317135411314,1.4133167743682862,1.5263185977935791,70.92777008886442,31.963495307069632,74.50319783497403,34.41737316303572,2.1936845779418945,"[0.09876714 0.07844711 0.064026   0.0433126  0.03546854 0.03111994
 0.02907069 0.02611623 0.02165469 0.02038308 0.01861822 0.01848702
 0.01780061 0.01516636 0.01366973 0.01237932 0.01220127 0.01139007
 0.01098239 0.00998618]",20,0.11300182342529297
Random Forest,15.342560427672325,40.79696267099662,34.08686454621636,70.91682729744575,19.245375442504884,23.451555061340333,41.469150905342474,15.341280542882535,73.11380312933777,34.77744529313695,26.127161502838135,"[0.09876714 0.07844711 0.064026   0.0433126  0.03546854 0.03111994
 0.02907069 0.02611623 0.02165469 0.02038308 0.01861822 0.01848702
 0.01780061 0.01516636 0.01366973 0.01237932 0.01220127 0.01139007
 0.01098239 0.00998618]",20,4.206179618835449
Gradient Boosting,14.099321595302957,33.398852096567886,36.22532097314447,71.68702333514375,0.6197044372558593,4.123967599868775,39.10939027195906,16.523464779849753,74.23244234299888,36.92768992233005,1.0508527755737305,"[0.09876714 0.07844711 0.064026   0.0433126  0.03546854 0.03111994
 0.02907069 0.02611623 0.02165469 0.02038308 0.01861822 0.01848702
 0.01780061 0.01516636 0.01366973 0.01237932 0.01220127 0.01139007
 0.01098239 0.00998618]",20,3.504263162612915
