CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,F_s(g),Feature-Anzahl,Features,Full_sample_size,Meta-Modell-Zeit,Model_name,Sample_size,Spearman-Rangkoeffizient Meta-Modell,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges,ValidationMAE,ValidationRMSE
37.20881558442851,72.35687883071425,15.170178524672357,35.91672478272839,0.704728651046753,1635.9847286510467,1635.28,0.5228463426901535,98,"[4, 5, 6, 20, 22, 23, 28, 30, 41, 50, 54, 65, 66, 71, 73, 82, 90, 95, 98, 99, 118, 119, 122, 126, 131, 134, 138, 141, 145, 160, 166, 168, 170, 174, 177, 180, 183, 188, 194, 195, 214, 216, 222, 227, 229, 231, 239, 243, 245, 247, 251, 252, 258, 268, 271, 272, 278, 281, 282, 284, 286, 290, 294, 301, 305, 311, 312, 314, 316, 324, 334, 346, 348, 349, 350, 354, 358, 364, 367, 370, 377, 378, 380, 386, 387, 389, 390, 394, 395, 397, 408, 411, 415, 419, 429, 432, 438, 448]",5277,298.6714792251587,Gradient Boosting,2521,0.9548872180451128,38.15125065486539,75.31404598916028,17.20723541372085,40.1504206811283,0.8236720561981201,1636.103672056198,36.17300271920144,74.11462569857738
