Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,TestRMSE,TestMAE,TrainTime,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
Linear Regressor,7.625093268084544,28.53327646905446,7.642420467351867,28.386235196279777,0.0035700321197509764,0.20497937202453614,28.560460792754508,7.62524004911197,28.253281260100277,8.2438221377677,0.017703771591186523,0.21911311149597168,[469 460 470 453 452 464 463 456 471 147],10,0.20140933990478516
SVR,3.8600423253761265,15.96348651337656,4.392289595217134,18.320847801506606,0.30702896118164064,0.5153944015502929,14.786735079805135,3.7375490772902276,14.839304488025977,4.018980415988653,0.46546411514282227,0.6738295555114746,[469 460 470 453 452 464 463 456 471 147],10,0.20836544036865234
Random Forest,0.4915654133511006,2.12437155181934,1.3497583570537242,5.7058806057598614,2.1237576961517335,2.309432363510132,2.1095150734577404,0.4905832050449551,4.461325130348741,1.2375183185829302,2.6559934616088867,2.841668128967285,[469 460 470 453 452 464 463 456 471 147],10,0.18567466735839844
Gradient Boosting,0.6677764214179325,1.778840826993004,2.307096898527462,11.61338624089009,0.18223676681518555,0.3884840965270996,2.1198930748245677,0.7846547232865609,7.542620129106327,2.063482093878768,0.20630550384521484,0.4125528335571289,[469 460 470 453 452 464 463 456 471 147],10,0.20624732971191406
