CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,Feature-Anzahl,Features,Model_name,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
36.649760919140064,72.86980114073351,18.649642414185045,44.06761916436648,0.48335890769958495,750.4233589076996,749.94,67,"[0, 7, 20, 26, 40, 49, 60, 79, 82, 86, 88, 97, 102, 108, 110, 119, 120, 129, 136, 142, 150, 164, 168, 176, 180, 183, 201, 207, 215, 218, 221, 234, 238, 245, 248, 260, 262, 287, 289, 293, 298, 301, 305, 316, 323, 325, 329, 344, 360, 370, 371, 373, 375, 385, 386, 388, 391, 394, 395, 401, 404, 408, 415, 431, 439, 440, 441]",Gradient Boosting,37.196303114295006,75.14229977140486,20.372295532157437,47.15257658396577,0.5679035186767578,750.5079035186768
