CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,Feature-Anzahl,Features,Model_name,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
31.840510965575923,64.4882420057982,12.186548417702946,27.08987146718878,0.986677598953247,334.1866775989532,333.2,85,"[5, 10, 14, 17, 18, 29, 34, 35, 37, 49, 56, 68, 71, 84, 88, 91, 93, 94, 96, 108, 115, 116, 122, 133, 144, 167, 169, 183, 186, 188, 192, 195, 196, 203, 204, 209, 211, 212, 215, 216, 217, 221, 222, 242, 247, 260, 262, 264, 266, 276, 277, 278, 281, 284, 285, 292, 294, 296, 297, 301, 307, 309, 313, 315, 316, 321, 329, 330, 335, 340, 341, 354, 359, 366, 371, 373, 382, 396, 406, 407, 425, 440, 454, 459, 461]",Gradient Boosting,32.40835519676859,63.7465251337043,14.133065354763072,31.643613681657687,1.0945589542388916,334.2945589542389
