Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,ValidationRMSE,ValidationMAE,TestRMSE,TestMAE,TrainTime_ges,Hauptkomponenten,Hauptkomponenten-Anzahl,FS-Laufzeit
Linear Regressor,33.787223944799585,71.3042276495318,48.493635640254794,534.4415017669664,0.15352683067321776,2.6620791435241697,71.3468298984406,33.800451660968065,71.41977899675814,32.20304216937116,74.39503933742459,34.951139592915624,0.3846900463104248,"[9.64227808e-01 1.45231105e-02 1.19203837e-02 5.41455887e-03
 2.78796272e-03 8.71108400e-04 1.22328385e-04 8.59467456e-05
 3.72076953e-05 5.65617444e-06]",10,2.508552312850952
SVR,33.385079690562335,72.21170431164474,33.572508084201694,71.91814528218914,0.7404780387878418,3.054312229156494,72.2365078438753,33.39815131627718,72.30230200819614,31.836298888152587,75.27359358566287,34.69866257162912,1.5330157279968262,"[9.64227808e-01 1.45231105e-02 1.19203837e-02 5.41455887e-03
 2.78796272e-03 8.71108400e-04 1.22328385e-04 8.59467456e-05
 3.72076953e-05 5.65617444e-06]",10,2.3138341903686523
Random Forest,16.024303113484297,41.64241643104397,35.76545681500505,71.73758752405993,7.199152708053589,10.751290559768677,41.98549175527319,16.128422254627008,72.10987969159207,34.499301805131424,75.13229693890953,36.90759711264592,9.595207214355469,"[9.64227808e-01 1.45231105e-02 1.19203837e-02 5.41455887e-03
 2.78796272e-03 8.71108400e-04 1.22328385e-04 8.59467456e-05
 3.72076953e-05 5.65617444e-06]",10,3.552137851715088
Gradient Boosting,17.07266812404667,40.746435291021754,37.866081601202396,73.30103000313451,0.28887028694152833,4.404314231872559,46.08115327482492,19.233577548045652,72.24434139143604,36.024590528844904,76.25987333638179,38.725025892664085,0.6187059879302979,"[9.64227808e-01 1.45231105e-02 1.19203837e-02 5.41455887e-03
 2.78796272e-03 8.71108400e-04 1.22328385e-04 8.59467456e-05
 3.72076953e-05 5.65617444e-06]",10,4.11544394493103
