CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,Feature-Anzahl,Features,Model_name,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
35.97745163041459,72.80641382799242,27.435021609759605,59.79612052287685,0.11659460067749024,68.2665946006775,755.2421336174011,9,"[10, 77, 142, 240, 261, 294, 298, 300, 342]",Gradient Boosting,36.75965939787301,75.08533563318929,28.401823209659018,61.76939769771674,0.1396181583404541,755.3817517757416
