CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,Feature-Anzahl,Features,Model_name,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
33.5395582024748,68.80817389835843,16.26715311532598,38.388406836069784,0.7725012302398682,49.49250123023987,872.0866651535034,89,"[0, 6, 9, 19, 22, 33, 38, 39, 44, 45, 46, 47, 56, 57, 70, 73, 86, 91, 100, 103, 105, 111, 114, 121, 127, 141, 143, 158, 166, 184, 186, 191, 192, 200, 204, 208, 209, 213, 216, 218, 237, 238, 245, 261, 262, 267, 268, 270, 282, 285, 288, 289, 292, 293, 301, 302, 309, 313, 318, 328, 340, 345, 349, 359, 361, 365, 366, 367, 373, 380, 383, 384, 389, 390, 394, 396, 398, 404, 405, 407, 410, 415, 421, 428, 443, 447, 455, 462, 465]",Gradient Boosting,33.95894233787602,69.54392543938158,17.675161487019963,41.80207107709083,0.8870625495910645,872.9737277030945
