CV_TestMAE,CV_TestRMSE,CV_TrainMAE,CV_TrainRMSE,CV_fit_time,CV_fit_time_ges,FS-Laufzeit,F_s(g),Feature-Anzahl,Features,Full_sample_size,Meta-Modell-Zeit,Model_name,Sample_size,Spearman-Rangkoeffizient Meta-Modell,TestMAE,TestRMSE,TrainMAE,TrainRMSE,TrainTime,TrainTime_ges
36.89576821170945,74.6814308915685,20.87663911270581,48.47406158825266,0.26676602363586427,3583.3067660236356,3583.04,0.14965889710062547,30,"[5, 26, 50, 52, 68, 75, 105, 108, 109, 139, 181, 198, 229, 244, 257, 275, 279, 300, 309, 314, 315, 340, 345, 347, 382, 402, 403, 411, 441, 446]",7036,1524.0427088737488,Gradient Boosting,1053,0.9999999999999999,37.066627200354226,74.57349228995763,22.674040363450292,52.159372096236886,0.3069779872894287,3583.3469779872894
