Model_name,CV_TrainMAE,CV_TrainRMSE,CV_TestMAE,CV_TestRMSE,CV_fit_time,CV_fit_time_ges,TrainRMSE,TrainMAE,TestRMSE,TestMAE,TrainTime,TrainTime_ges,Features,Feature-Anzahl,FS-Laufzeit
Linear Regressor,28.621429363310746,60.4744545629322,28.83559372796028,60.730630621734164,0.008461236953735352,0.19358038902282715,60.522416043819945,28.639800506707893,62.210523958890384,29.814945276267668,0.01865839958190918,0.20377755165100098,"[457 466 450 449 461 460 453 467 147 456 459 458 451 452 463 455 462 465
 468  95 454  54 323   3  13 464  70 242 249  25]",30,0.1851191520690918
SVR,22.24031358456922,52.457814342669415,27.6789500257903,59.23601367172828,1.7754782676696776,1.9700302124023437,52.32932508054483,22.36947417497029,59.62144139731034,28.203742509486347,2.8757777214050293,3.0703296661376953,"[457 466 450 449 461 460 453 467 147 456 459 458 451 452 463 455 462 465
 468  95 454  54 323   3  13 464  70 242 249  25]",30,0.19455194473266602
Random Forest,10.983462590283567,29.079176531995067,26.325770990828214,56.97613815076848,10.419383239746093,10.615879249572753,29.677268597082566,10.937774311239357,56.72213424803542,26.615878316456104,13.27820372581482,13.47469973564148,"[457 466 450 449 461 460 453 467 147 456 459 458 451 452 463 455 462 465
 468  95 454  54 323   3  13 464  70 242 249  25]",30,0.19649600982666016
Gradient Boosting,10.790120737258524,24.699260452432707,27.22510684521839,57.9022266802062,0.4559821128845215,0.6594490051269531,27.465487265247017,11.991875399406014,54.12124255969437,26.49948228170926,0.5212399959564209,0.7247068881988525,"[457 466 450 449 461 460 453 467 147 456 459 458 451 452 463 455 462 465
 468  95 454  54 323   3  13 464  70 242 249  25]",30,0.20346689224243164
